"","X","date","detected_language","topic","n"
"2115",2191,2022-05-20,"English","Insect Food",2
"2116",2192,2022-05-20,"English","ULEZ",2
"2117",2193,2022-05-20,"Italian","Insect Food",2
"2118",2194,2022-05-21,"German","Climate Lockdown",1
"2119",2195,2022-05-21,"German","Insect Food",2
"2120",2196,2022-05-21,"English","Insect Food",5
"2121",2197,2022-05-21,"French","Insect Food",1
"2122",2198,2022-05-21,"Italian","Insect Food",3
"2123",2199,2022-05-21,"Dutch","Climate Lockdown",1
"2124",2200,2022-05-21,"Dutch","Insect Food",1
"2125",2201,2022-05-21,"Dutch","ULEZ",1
"2126",2202,2022-05-22,"German","Insect Food",12
"2127",2203,2022-05-22,"English","Insect Food",8
"2128",2204,2022-05-23,"German","Insect Food",4
"2129",2205,2022-05-23,"English","Insect Food",4
"2130",2206,2022-05-23,"English","ULEZ",5
"2131",2207,2022-05-23,"Italian","Insect Food",1
"2132",2208,2022-05-23,"Italian","ULEZ",1
"2133",2209,2022-05-23,"Dutch","Insect Food",1
"2134",2210,2022-05-24,"German","Insect Food",41
"2135",2211,2022-05-24,"English","Insect Food",11
"2136",2212,2022-05-24,"English","ULEZ",5
"2137",2213,2022-05-24,"Italian","Insect Food",6
"2138",2214,2022-05-24,"Dutch","Insect Food",1
"2139",2215,2022-05-25,"German","Insect Food",8
"2140",2216,2022-05-25,"German","ULEZ",1
"2141",2217,2022-05-25,"English","Climate Lockdown",4
"2142",2218,2022-05-25,"English","Insect Food",10
"2143",2219,2022-05-25,"English","ULEZ",8
"2144",2220,2022-05-25,"Italian","Insect Food",3
"2145",2221,2022-05-26,"German","Insect Food",7
"2146",2222,2022-05-26,"English","Insect Food",2
"2147",2223,2022-05-26,"English","ULEZ",2
"2148",2224,2022-05-26,"Italian","Insect Food",1
"2149",2225,2022-05-27,"German","Insect Food",12
"2150",2226,2022-05-27,"English","Insect Food",7
"2151",2227,2022-05-27,"English","ULEZ",7
"2152",2228,2022-05-27,"French","Climate Lockdown",2
"2153",2229,2022-05-27,"Italian","Insect Food",5
"2154",2230,2022-05-27,"Italian","ULEZ",1
"2155",2231,2022-05-28,"German","Insect Food",3
"2156",2232,2022-05-28,"German","ULEZ",7
"2157",2233,2022-05-28,"English","Insect Food",7
"2158",2234,2022-05-28,"Italian","Insect Food",4
"2159",2235,2022-05-28,"Italian","ULEZ",5
"2160",2236,2022-05-28,"Dutch","ULEZ",1
"2161",2237,2022-05-29,"German","Climate Lockdown",1
"2162",2238,2022-05-29,"German","Insect Food",2
"2163",2239,2022-05-29,"German","ULEZ",2
"2164",2240,2022-05-29,"English","Insect Food",2
"2165",2241,2022-05-29,"Italian","Insect Food",2
"2166",2242,2022-05-29,"Italian","ULEZ",3
"2167",2243,2022-05-30,"German","Climate Lockdown",1
"2168",2244,2022-05-30,"German","ULEZ",18
"2169",2245,2022-05-30,"English","Insect Food",15
"2170",2246,2022-05-30,"French","Insect Food",4
"2171",2247,2022-05-30,"Italian","Insect Food",1
"2172",2248,2022-05-31,"German","Insect Food",3
"2173",2249,2022-05-31,"German","ULEZ",8
"2174",2250,2022-05-31,"English","Insect Food",11
"2175",2251,2022-05-31,"English","ULEZ",8
"2176",2252,2022-05-31,"French","Climate Lockdown",1
"2177",2253,2022-05-31,"French","ULEZ",2
"2178",2254,2022-05-31,"Italian","Insect Food",7
"2179",2255,2022-05-31,"Dutch","Climate Lockdown",1
"2180",2256,2022-06-01,"German","Climate Lockdown",6
"2181",2257,2022-06-01,"German","Insect Food",15
"2182",2258,2022-06-01,"German","ULEZ",2
"2183",2259,2022-06-01,"English","Insect Food",4
"2184",2260,2022-06-01,"English","ULEZ",9
"2185",2261,2022-06-01,"French","ULEZ",1
"2186",2262,2022-06-01,"Italian","Insect Food",1
"2187",2263,2022-06-01,"Dutch","Climate Lockdown",1
"2188",2264,2022-06-02,"German","Climate Lockdown",6
"2189",2265,2022-06-02,"German","Insect Food",1
"2190",2266,2022-06-02,"English","Insect Food",7
"2191",2267,2022-06-02,"English","ULEZ",5
"2192",2268,2022-06-02,"French","Insect Food",2
"2193",2269,2022-06-02,"Italian","Insect Food",1
"2194",2270,2022-06-02,"Dutch","Insect Food",1
"2195",2271,2022-06-03,"German","Insect Food",2
"2196",2272,2022-06-03,"German","ULEZ",5
"2197",2273,2022-06-03,"English","Climate Lockdown",1
"2198",2274,2022-06-03,"English","Insect Food",2
"2199",2275,2022-06-03,"English","ULEZ",7
"2200",2276,2022-06-03,"Dutch","Insect Food",1
"2201",2277,2022-06-04,"German","Insect Food",1
"2202",2278,2022-06-04,"German","ULEZ",3
"2203",2279,2022-06-04,"English","Climate Lockdown",1
"2204",2280,2022-06-04,"English","Insect Food",3
"2205",2281,2022-06-04,"English","ULEZ",9
"2206",2282,2022-06-04,"French","Insect Food",1
"2207",2283,2022-06-04,"Italian","Insect Food",2
"2208",2284,2022-06-04,"Italian","ULEZ",1
"2209",2285,2022-06-05,"German","ULEZ",2
"2210",2286,2022-06-05,"English","Fifteen Minute Cities",2
"2211",2287,2022-06-05,"English","Insect Food",5
"2212",2288,2022-06-05,"English","ULEZ",9
"2213",2289,2022-06-05,"French","ULEZ",1
"2214",2290,2022-06-05,"Italian","Insect Food",2
"2215",2291,2022-06-05,"Italian","ULEZ",1
"2216",2292,2022-06-06,"German","Insect Food",1
"2217",2293,2022-06-06,"English","Fifteen Minute Cities",1
"2218",2294,2022-06-06,"English","Insect Food",4
"2219",2295,2022-06-06,"English","ULEZ",2
"2220",2296,2022-06-06,"Italian","Insect Food",2
"2221",2297,2022-06-06,"Dutch","Insect Food",1
"2222",2298,2022-06-07,"German","Insect Food",6
"2223",2299,2022-06-07,"English","Insect Food",5
"2224",2300,2022-06-07,"English","ULEZ",2
"2225",2301,2022-06-07,"Italian","Insect Food",6
"2226",2302,2022-06-08,"German","Insect Food",3
"2227",2303,2022-06-08,"German","ULEZ",3
"2228",2304,2022-06-08,"English","Climate Lockdown",4
"2229",2305,2022-06-08,"English","Insect Food",2
"2230",2306,2022-06-08,"English","ULEZ",9
"2231",2307,2022-06-08,"Italian","Insect Food",8
"2232",2308,2022-06-09,"German","Insect Food",4
"2233",2309,2022-06-09,"German","ULEZ",2
"2234",2310,2022-06-09,"Italian","Insect Food",5
"2235",2311,2022-06-10,"German","Climate Lockdown",3
"2236",2312,2022-06-10,"German","Insect Food",6
"2237",2313,2022-06-10,"German","ULEZ",5
"2238",2314,2022-06-10,"English","ULEZ",4
"2239",2315,2022-06-10,"Italian","Insect Food",9
"2240",2316,2022-06-10,"Dutch","ULEZ",1
"2241",2317,2022-06-11,"German","Climate Lockdown",1
"2242",2318,2022-06-11,"German","Insect Food",3
"2243",2319,2022-06-11,"German","ULEZ",4
"2244",2320,2022-06-11,"English","ULEZ",2
"2245",2321,2022-06-11,"Italian","Insect Food",3
"2246",2322,2022-06-11,"Dutch","Insect Food",1
"2247",2323,2022-06-11,"Dutch","ULEZ",1
"2248",2324,2022-06-12,"German","Climate Lockdown",1
"2249",2325,2022-06-12,"German","Insect Food",4
"2250",2326,2022-06-12,"German","ULEZ",1
"2251",2327,2022-06-12,"English","Climate Lockdown",1
"2252",2328,2022-06-12,"English","Insect Food",5
"2253",2329,2022-06-12,"English","ULEZ",7
"2254",2330,2022-06-12,"Italian","Insect Food",5
"2255",2331,2022-06-12,"Italian","ULEZ",3
"2256",2332,2022-06-12,"Dutch","ULEZ",1
"2257",2333,2022-06-13,"German","Insect Food",6
"2258",2334,2022-06-13,"English","Fifteen Minute Cities",1
"2259",2335,2022-06-13,"English","Insect Food",1
"2260",2336,2022-06-13,"Italian","Climate Lockdown",1
"2261",2337,2022-06-13,"Italian","Insect Food",1
"2262",2338,2022-06-14,"German","Insect Food",1
"2263",2339,2022-06-14,"English","Climate Lockdown",1
"2264",2340,2022-06-14,"English","ULEZ",1
"2265",2341,2022-06-14,"French","ULEZ",4
"2266",2342,2022-06-14,"Italian","Insect Food",4
"2267",2343,2022-06-14,"Dutch","ULEZ",1
"2268",2344,2022-06-15,"German","Climate Lockdown",3
"2269",2345,2022-06-15,"German","Insect Food",7
"2270",2346,2022-06-15,"German","ULEZ",7
"2271",2347,2022-06-15,"English","ULEZ",5
"2272",2348,2022-06-15,"Italian","Insect Food",3
"2273",2349,2022-06-15,"Dutch","Insect Food",2
"2274",2350,2022-06-16,"German","Insect Food",19
"2275",2351,2022-06-16,"German","ULEZ",6
"2276",2352,2022-06-16,"English","Insect Food",5
"2277",2353,2022-06-16,"English","ULEZ",3
"2278",2354,2022-06-16,"French","Climate Lockdown",2
"2279",2355,2022-06-16,"Italian","Insect Food",7
"2280",2356,2022-06-16,"Dutch","ULEZ",1
"2281",2357,2022-06-17,"German","Climate Lockdown",8
"2282",2358,2022-06-17,"German","Insect Food",36
"2283",2359,2022-06-17,"German","ULEZ",4
"2284",2360,2022-06-17,"English","Climate Lockdown",3
"2285",2361,2022-06-17,"English","Insect Food",3
"2286",2362,2022-06-17,"English","ULEZ",1
"2287",2363,2022-06-17,"French","Climate Lockdown",1
"2288",2364,2022-06-17,"French","Insect Food",1
"2289",2365,2022-06-17,"Italian","Insect Food",5
"2290",2366,2022-06-17,"Dutch","Climate Lockdown",3
"2291",2367,2022-06-18,"German","Climate Lockdown",49
"2292",2368,2022-06-18,"German","Insect Food",2
"2293",2369,2022-06-18,"English","Climate Lockdown",10
"2294",2370,2022-06-18,"English","Insect Food",7
"2295",2371,2022-06-18,"English","ULEZ",4
"2296",2372,2022-06-18,"French","Insect Food",1
"2297",2373,2022-06-18,"Italian","Climate Lockdown",1
"2298",2374,2022-06-18,"Italian","Insect Food",4
"2299",2375,2022-06-18,"Dutch","Climate Lockdown",1
"2300",2376,2022-06-19,"German","Climate Lockdown",25
"2301",2377,2022-06-19,"German","Insect Food",3
"2302",2378,2022-06-19,"German","ULEZ",8
"2303",2379,2022-06-19,"English","Climate Lockdown",6
"2304",2380,2022-06-19,"English","Insect Food",2
"2305",2381,2022-06-19,"English","ULEZ",5
"2306",2382,2022-06-19,"French","Climate Lockdown",1
"2307",2383,2022-06-19,"French","Insect Food",1
"2308",2384,2022-06-19,"French","ULEZ",1
"2309",2385,2022-06-19,"Italian","Climate Lockdown",2
"2310",2386,2022-06-19,"Italian","Insect Food",3
"2311",2387,2022-06-19,"Dutch","Insect Food",1
"2312",2388,2022-06-20,"German","Climate Lockdown",10
"2313",2389,2022-06-20,"German","Insect Food",18
"2314",2390,2022-06-20,"German","ULEZ",1
"2315",2391,2022-06-20,"English","Insect Food",7
"2316",2392,2022-06-20,"English","ULEZ",2
"2317",2393,2022-06-20,"French","Insect Food",1
"2318",2394,2022-06-20,"French","ULEZ",2
"2319",2395,2022-06-20,"Italian","Climate Lockdown",1
"2320",2396,2022-06-20,"Italian","Insect Food",1
"2321",2397,2022-06-20,"Dutch","Climate Lockdown",1
"2322",2398,2022-06-21,"German","Climate Lockdown",13
"2323",2399,2022-06-21,"German","Insect Food",4
"2324",2400,2022-06-21,"German","ULEZ",3
"2325",2401,2022-06-21,"English","Climate Lockdown",1
"2326",2402,2022-06-21,"English","Insect Food",2
"2327",2403,2022-06-21,"English","ULEZ",4
"2328",2404,2022-06-21,"French","ULEZ",2
"2329",2405,2022-06-21,"Italian","Insect Food",3
"2330",2406,2022-06-21,"Dutch","Insect Food",1
"2331",2407,2022-06-21,"Dutch","ULEZ",1
"2332",2408,2022-06-22,"German","Climate Lockdown",4
"2333",2409,2022-06-22,"German","Insect Food",1
"2334",2410,2022-06-22,"English","Climate Lockdown",3
"2335",2411,2022-06-22,"English","Insect Food",6
"2336",2412,2022-06-22,"English","ULEZ",1
"2337",2413,2022-06-22,"Italian","Insect Food",3
"2338",2414,2022-06-22,"Italian","ULEZ",1
"2339",2415,2022-06-22,"Dutch","ULEZ",1
"2340",2416,2022-06-23,"German","Climate Lockdown",1
"2341",2417,2022-06-23,"German","Insect Food",3
"2342",2418,2022-06-23,"English","Insect Food",3
"2343",2419,2022-06-23,"English","ULEZ",5
"2344",2420,2022-06-23,"Italian","ULEZ",1
"2345",2421,2022-06-23,"Dutch","Climate Lockdown",1
"2346",2422,2022-06-24,"German","Climate Lockdown",1
"2347",2423,2022-06-24,"German","Insect Food",2
"2348",2424,2022-06-24,"English","Climate Lockdown",1
"2349",2425,2022-06-24,"English","Insect Food",4
"2350",2426,2022-06-24,"English","ULEZ",9
"2351",2427,2022-06-24,"Italian","Insect Food",6
"2352",2428,2022-06-24,"Dutch","ULEZ",2
"2353",2429,2022-06-25,"German","Climate Lockdown",1
"2354",2430,2022-06-25,"German","Insect Food",2
"2355",2431,2022-06-25,"English","Climate Lockdown",2
"2356",2432,2022-06-25,"English","Insect Food",3
"2357",2433,2022-06-25,"English","ULEZ",3
"2358",2434,2022-06-25,"French","Climate Lockdown",1
"2359",2435,2022-06-25,"French","ULEZ",2
"2360",2436,2022-06-25,"Italian","Insect Food",5
"2361",2437,2022-06-25,"Italian","ULEZ",6
"2362",2438,2022-06-26,"German","Climate Lockdown",5
"2363",2439,2022-06-26,"German","ULEZ",3
"2364",2440,2022-06-26,"French","ULEZ",2
"2365",2441,2022-06-26,"Italian","Insect Food",5
"2366",2442,2022-06-26,"Italian","ULEZ",1
"2367",2443,2022-06-27,"German","Climate Lockdown",4
"2368",2444,2022-06-27,"German","Insect Food",11
"2369",2445,2022-06-27,"German","ULEZ",2
"2370",2446,2022-06-27,"English","Fifteen Minute Cities",1
"2371",2447,2022-06-27,"English","Insect Food",8
"2372",2448,2022-06-27,"English","ULEZ",2
"2373",2449,2022-06-27,"French","Insect Food",2
"2374",2450,2022-06-27,"French","ULEZ",2
"2375",2451,2022-06-27,"Italian","Insect Food",7
"2376",2452,2022-06-27,"Italian","ULEZ",1
"2377",2453,2022-06-28,"German","Insect Food",6
"2378",2454,2022-06-28,"English","Insect Food",2
"2379",2455,2022-06-28,"English","ULEZ",3
"2380",2456,2022-06-28,"Italian","Insect Food",1
"2381",2457,2022-06-28,"Dutch","ULEZ",1
"2382",2458,2022-06-29,"German","Climate Lockdown",2
"2383",2459,2022-06-29,"German","Insect Food",8
"2384",2460,2022-06-29,"English","ULEZ",1
"2385",2461,2022-06-29,"Italian","Climate Lockdown",6
"2386",2462,2022-06-29,"Italian","Insect Food",4
"2387",2463,2022-06-29,"Italian","ULEZ",1
"2388",2464,2022-06-29,"Dutch","Insect Food",1
"2389",2465,2022-06-29,"Dutch","ULEZ",4
"2390",2466,2022-06-30,"German","Climate Lockdown",3
"2391",2467,2022-06-30,"German","Insect Food",2
"2392",2468,2022-06-30,"English","Climate Lockdown",2
"2393",2469,2022-06-30,"English","Insect Food",1
"2394",2470,2022-06-30,"English","ULEZ",13
"2395",2471,2022-06-30,"French","ULEZ",3
"2396",2472,2022-06-30,"Italian","Climate Lockdown",2
"2397",2473,2022-06-30,"Italian","Insect Food",6
"2398",2474,2022-06-30,"Italian","ULEZ",1
"2399",2475,2022-06-30,"Dutch","Insect Food",1
"2400",2476,2022-06-30,"Dutch","ULEZ",2
"2401",2477,2022-07-01,"German","Climate Lockdown",12
"2402",2478,2022-07-01,"German","Insect Food",1
"2403",2479,2022-07-01,"German","ULEZ",1
"2404",2480,2022-07-01,"English","Insect Food",1
"2405",2481,2022-07-01,"English","ULEZ",1
"2406",2482,2022-07-01,"Italian","Climate Lockdown",1
"2407",2483,2022-07-01,"Italian","Insect Food",5
"2408",2484,2022-07-02,"German","Insect Food",3
"2409",2485,2022-07-02,"German","ULEZ",1
"2410",2486,2022-07-02,"Italian","Climate Lockdown",2
"2411",2487,2022-07-02,"Italian","Insect Food",2
"2412",2488,2022-07-03,"German","Insect Food",2
"2413",2489,2022-07-03,"German","ULEZ",2
"2414",2490,2022-07-03,"English","Climate Lockdown",1
"2415",2491,2022-07-03,"English","Insect Food",1
"2416",2492,2022-07-03,"Italian","Insect Food",2
"2417",2493,2022-07-03,"Dutch","Climate Lockdown",2
"2418",2494,2022-07-03,"Dutch","Insect Food",5
"2419",2495,2022-07-04,"German","Climate Lockdown",2
"2420",2496,2022-07-04,"German","Insect Food",3
"2421",2497,2022-07-04,"German","ULEZ",3
"2422",2498,2022-07-04,"English","Climate Lockdown",1
"2423",2499,2022-07-04,"English","Insect Food",3
"2424",2500,2022-07-04,"French","Insect Food",1
"2425",2501,2022-07-04,"Italian","Climate Lockdown",1
"2426",2502,2022-07-04,"Italian","Insect Food",8
"2427",2503,2022-07-04,"Dutch","Insect Food",4
"2428",2504,2022-07-05,"German","Climate Lockdown",7
"2429",2505,2022-07-05,"German","Insect Food",1
"2430",2506,2022-07-05,"English","Climate Lockdown",3
"2431",2507,2022-07-05,"English","Insect Food",10
"2432",2508,2022-07-05,"English","ULEZ",1
"2433",2509,2022-07-05,"French","Insect Food",2
"2434",2510,2022-07-05,"Italian","Insect Food",5
"2435",2511,2022-07-06,"German","Climate Lockdown",20
"2436",2512,2022-07-06,"German","Insect Food",3
"2437",2513,2022-07-06,"English","Insect Food",5
"2438",2514,2022-07-06,"English","ULEZ",2
"2439",2515,2022-07-06,"Italian","Insect Food",2
"2440",2516,2022-07-06,"Dutch","Insect Food",1
"2441",2517,2022-07-06,"Dutch","ULEZ",3
"2442",2518,2022-07-07,"English","Insect Food",5
"2443",2519,2022-07-07,"English","ULEZ",3
"2444",2520,2022-07-07,"Italian","Insect Food",5
"2445",2521,2022-07-08,"German","Insect Food",3
"2446",2522,2022-07-08,"English","Insect Food",1
"2447",2523,2022-07-08,"English","ULEZ",2
"2448",2524,2022-07-08,"French","Insect Food",1
"2449",2525,2022-07-08,"Italian","Insect Food",4
"2450",2526,2022-07-08,"Dutch","ULEZ",1
"2451",2527,2022-07-09,"German","Climate Lockdown",2
"2452",2528,2022-07-09,"German","Insect Food",2
"2453",2529,2022-07-09,"English","Insect Food",3
"2454",2530,2022-07-09,"English","ULEZ",3
"2455",2531,2022-07-09,"French","Climate Lockdown",2
"2456",2532,2022-07-09,"French","Insect Food",4
"2457",2533,2022-07-09,"Italian","Insect Food",4
"2458",2534,2022-07-09,"Dutch","ULEZ",2
"2459",2535,2022-07-10,"German","Climate Lockdown",1
"2460",2536,2022-07-10,"German","Insect Food",10
"2461",2537,2022-07-10,"German","ULEZ",2
"2462",2538,2022-07-10,"English","Insect Food",2
"2463",2539,2022-07-10,"English","ULEZ",10
"2464",2540,2022-07-10,"French","Insect Food",1
"2465",2541,2022-07-10,"French","ULEZ",1
"2466",2542,2022-07-10,"Italian","Insect Food",3
"2467",2543,2022-07-10,"Italian","ULEZ",1
"2468",2544,2022-07-11,"German","Climate Lockdown",1
"2469",2545,2022-07-11,"German","Insect Food",8
"2470",2546,2022-07-11,"English","Climate Lockdown",3
"2471",2547,2022-07-11,"English","Insect Food",10
"2472",2548,2022-07-11,"English","ULEZ",3
"2473",2549,2022-07-11,"French","Climate Lockdown",2
"2474",2550,2022-07-11,"French","Insect Food",1
"2475",2551,2022-07-11,"Italian","Insect Food",2
"2476",2552,2022-07-11,"Dutch","Insect Food",2
"2477",2553,2022-07-12,"German","Insect Food",16
"2478",2554,2022-07-12,"English","Insect Food",9
"2479",2555,2022-07-12,"English","ULEZ",6
"2480",2556,2022-07-12,"French","Insect Food",1
"2481",2557,2022-07-12,"French","ULEZ",1
"2482",2558,2022-07-12,"Italian","ULEZ",1
"2483",2559,2022-07-12,"Dutch","Insect Food",1
"2484",2560,2022-07-12,"Dutch","ULEZ",1
"2485",2561,2022-07-13,"German","ULEZ",9
"2486",2562,2022-07-13,"English","Insect Food",10
"2487",2563,2022-07-13,"English","ULEZ",5
"2488",2564,2022-07-13,"Italian","Insect Food",2
"2489",2565,2022-07-13,"Italian","ULEZ",3
"2490",2566,2022-07-13,"Dutch","Insect Food",1
"2491",2567,2022-07-13,"Dutch","ULEZ",1
"2492",2568,2022-07-14,"German","Climate Lockdown",1
"2493",2569,2022-07-14,"German","Insect Food",8
"2494",2570,2022-07-14,"English","Climate Lockdown",4
"2495",2571,2022-07-14,"English","Insect Food",8
"2496",2572,2022-07-14,"French","Insect Food",2
"2497",2573,2022-07-14,"Italian","Insect Food",1
"2498",2574,2022-07-14,"Dutch","Climate Lockdown",1
"2499",2575,2022-07-14,"Dutch","Insect Food",2
"2500",2576,2022-07-15,"German","Climate Lockdown",1
"2501",2577,2022-07-15,"German","Insect Food",1
"2502",2578,2022-07-15,"German","ULEZ",1
"2503",2579,2022-07-15,"English","Climate Lockdown",1
"2504",2580,2022-07-15,"English","Insect Food",10
"2505",2581,2022-07-15,"English","ULEZ",1
"2506",2582,2022-07-15,"French","Insect Food",3
"2507",2583,2022-07-15,"Italian","Insect Food",1
"2508",2584,2022-07-15,"Dutch","ULEZ",3
"2509",2585,2022-07-16,"German","Climate Lockdown",1
"2510",2586,2022-07-16,"German","Insect Food",7
"2511",2587,2022-07-16,"English","Climate Lockdown",2
"2512",2588,2022-07-16,"English","Insect Food",5
"2513",2589,2022-07-16,"English","ULEZ",3
"2514",2590,2022-07-16,"French","Climate Lockdown",2
"2515",2591,2022-07-16,"French","Insect Food",3
"2516",2592,2022-07-16,"Italian","Insect Food",6
"2517",2593,2022-07-16,"Italian","ULEZ",2
"2518",2594,2022-07-16,"Dutch","Insect Food",1
"2519",2595,2022-07-16,"Dutch","ULEZ",1
"2520",2596,2022-07-17,"German","Insect Food",5
"2521",2597,2022-07-17,"English","Climate Lockdown",1
"2522",2598,2022-07-17,"English","Insect Food",15
"2523",2599,2022-07-17,"English","ULEZ",2
"2524",2600,2022-07-17,"French","Climate Lockdown",9
"2525",2601,2022-07-17,"Italian","Insect Food",4
"2526",2602,2022-07-17,"Italian","ULEZ",1
"2527",2603,2022-07-17,"Dutch","Climate Lockdown",1
"2528",2604,2022-07-17,"Dutch","Insect Food",1
"2529",2605,2022-07-18,"German","Insect Food",12
"2530",2606,2022-07-18,"English","Insect Food",16
"2531",2607,2022-07-18,"English","ULEZ",3
"2532",2608,2022-07-18,"French","Climate Lockdown",2
"2533",2609,2022-07-18,"French","Insect Food",8
"2534",2610,2022-07-18,"Italian","Insect Food",8
"2535",2611,2022-07-18,"Dutch","Climate Lockdown",3
"2536",2612,2022-07-18,"Dutch","ULEZ",1
"2537",2613,2022-07-19,"German","Climate Lockdown",1
"2538",2614,2022-07-19,"German","Insect Food",16
"2539",2615,2022-07-19,"English","Climate Lockdown",2
"2540",2616,2022-07-19,"English","Insect Food",9
"2541",2617,2022-07-19,"English","ULEZ",3
"2542",2618,2022-07-19,"French","Climate Lockdown",1
"2543",2619,2022-07-19,"Italian","Insect Food",1
"2544",2620,2022-07-19,"Dutch","Insect Food",4
"2545",2621,2022-07-19,"Dutch","ULEZ",2
