"","X","date","detected_language","topic","n"
"1583",1659,2022-02-04,"English","Climate Lockdown",1
"1584",1660,2022-02-04,"Italian","ULEZ",2
"1585",1661,2022-02-05,"German","Insect Food",2
"1586",1662,2022-02-05,"English","Climate Lockdown",1
"1587",1663,2022-02-05,"English","Insect Food",1
"1588",1664,2022-02-05,"French","ULEZ",1
"1589",1665,2022-02-05,"Dutch","Climate Lockdown",1
"1590",1666,2022-02-06,"German","Insect Food",1
"1591",1667,2022-02-06,"English","ULEZ",3
"1592",1668,2022-02-06,"Dutch","ULEZ",1
"1593",1669,2022-02-07,"German","Climate Lockdown",2
"1594",1670,2022-02-07,"German","ULEZ",2
"1595",1671,2022-02-07,"English","Climate Lockdown",1
"1596",1672,2022-02-07,"English","ULEZ",2
"1597",1673,2022-02-07,"French","ULEZ",1
"1598",1674,2022-02-07,"Italian","ULEZ",2
"1599",1675,2022-02-07,"Dutch","Climate Lockdown",1
"1600",1676,2022-02-07,"Dutch","ULEZ",4
"1601",1677,2022-02-08,"German","Insect Food",1
"1602",1678,2022-02-08,"English","Climate Lockdown",2
"1603",1679,2022-02-08,"English","ULEZ",5
"1604",1680,2022-02-08,"Dutch","ULEZ",2
"1605",1681,2022-02-09,"German","Climate Lockdown",6
"1606",1682,2022-02-09,"English","Climate Lockdown",2
"1607",1683,2022-02-09,"English","Insect Food",2
"1608",1684,2022-02-09,"English","ULEZ",3
"1609",1685,2022-02-09,"Italian","Climate Lockdown",12
"1610",1686,2022-02-09,"Italian","ULEZ",1
"1611",1687,2022-02-09,"Dutch","Climate Lockdown",4
"1612",1688,2022-02-09,"Dutch","ULEZ",11
"1613",1689,2022-02-10,"German","Climate Lockdown",8
"1614",1690,2022-02-10,"German","ULEZ",1
"1615",1691,2022-02-10,"English","ULEZ",4
"1616",1692,2022-02-10,"Italian","Climate Lockdown",2
"1617",1693,2022-02-10,"Italian","Insect Food",2
"1618",1694,2022-02-10,"Dutch","ULEZ",2
"1619",1695,2022-02-11,"German","Climate Lockdown",4
"1620",1696,2022-02-11,"German","Insect Food",4
"1621",1697,2022-02-11,"German","ULEZ",2
"1622",1698,2022-02-11,"English","ULEZ",1
"1623",1699,2022-02-11,"Italian","Insect Food",4
"1624",1700,2022-02-11,"Dutch","ULEZ",4
"1625",1701,2022-02-12,"German","Climate Lockdown",2
"1626",1702,2022-02-12,"German","ULEZ",13
"1627",1703,2022-02-12,"English","Climate Lockdown",1
"1628",1704,2022-02-12,"English","Insect Food",1
"1629",1705,2022-02-12,"English","ULEZ",1
"1630",1706,2022-02-12,"French","Insect Food",1
"1631",1707,2022-02-12,"French","ULEZ",1
"1632",1708,2022-02-12,"Italian","Climate Lockdown",1
"1633",1709,2022-02-12,"Italian","Insect Food",3
"1634",1710,2022-02-13,"German","Insect Food",3
"1635",1711,2022-02-13,"German","ULEZ",2
"1636",1712,2022-02-13,"English","Insect Food",1
"1637",1713,2022-02-13,"English","ULEZ",6
"1638",1714,2022-02-13,"French","Insect Food",1
"1639",1715,2022-02-13,"Dutch","Climate Lockdown",1
"1640",1716,2022-02-14,"Italian","Insect Food",2
"1641",1717,2022-02-14,"Italian","ULEZ",1
"1642",1718,2022-02-14,"Dutch","ULEZ",8
"1643",1719,2022-02-15,"German","Climate Lockdown",2
"1644",1720,2022-02-15,"English","Insect Food",2
"1645",1721,2022-02-15,"English","ULEZ",5
"1646",1722,2022-02-15,"French","ULEZ",4
"1647",1723,2022-02-15,"Italian","Insect Food",2
"1648",1724,2022-02-16,"German","Climate Lockdown",2
"1649",1725,2022-02-16,"German","Insect Food",2
"1650",1726,2022-02-16,"German","ULEZ",1
"1651",1727,2022-02-16,"Italian","Insect Food",1
"1652",1728,2022-02-16,"Italian","ULEZ",2
"1653",1729,2022-02-16,"Dutch","Climate Lockdown",1
"1654",1730,2022-02-16,"Dutch","ULEZ",4
"1655",1731,2022-02-17,"German","Climate Lockdown",1
"1656",1732,2022-02-17,"Italian","Climate Lockdown",1
"1657",1733,2022-02-17,"Italian","ULEZ",1
"1658",1734,2022-02-17,"Dutch","Climate Lockdown",1
"1659",1735,2022-02-17,"Dutch","ULEZ",5
"1660",1736,2022-02-18,"German","ULEZ",1
"1661",1737,2022-02-18,"English","ULEZ",1
"1662",1738,2022-02-18,"French","ULEZ",1
"1663",1739,2022-02-18,"Dutch","Climate Lockdown",3
"1664",1740,2022-02-18,"Dutch","ULEZ",4
"1665",1741,2022-02-19,"German","Climate Lockdown",1
"1666",1742,2022-02-19,"English","Insect Food",1
"1667",1743,2022-02-19,"English","ULEZ",1
"1668",1744,2022-02-19,"Dutch","Climate Lockdown",1
"1669",1745,2022-02-19,"Dutch","ULEZ",4
"1670",1746,2022-02-20,"German","Climate Lockdown",1
"1671",1747,2022-02-20,"German","ULEZ",8
"1672",1748,2022-02-20,"English","Insect Food",2
"1673",1749,2022-02-20,"English","ULEZ",4
"1674",1750,2022-02-20,"Italian","Insect Food",1
"1675",1751,2022-02-20,"Dutch","ULEZ",3
"1676",1752,2022-02-21,"German","Insect Food",1
"1677",1753,2022-02-21,"German","ULEZ",2
"1678",1754,2022-02-21,"English","Insect Food",2
"1679",1755,2022-02-21,"English","ULEZ",2
"1680",1756,2022-02-21,"Italian","ULEZ",1
"1681",1757,2022-02-21,"Dutch","ULEZ",1
"1682",1758,2022-02-22,"German","Insect Food",1
"1683",1759,2022-02-22,"German","ULEZ",2
"1684",1760,2022-02-22,"English","ULEZ",2
"1685",1761,2022-02-22,"Dutch","Climate Lockdown",1
"1686",1762,2022-02-22,"Dutch","ULEZ",2
"1687",1763,2022-02-23,"German","Climate Lockdown",4
"1688",1764,2022-02-23,"German","ULEZ",3
"1689",1765,2022-02-23,"English","Climate Lockdown",1
"1690",1766,2022-02-23,"English","Insect Food",4
"1691",1767,2022-02-23,"English","ULEZ",2
"1692",1768,2022-02-23,"French","Climate Lockdown",1
"1693",1769,2022-02-23,"Dutch","ULEZ",1
"1694",1770,2022-02-24,"German","ULEZ",1
"1695",1771,2022-02-24,"English","Insect Food",1
"1696",1772,2022-02-24,"English","ULEZ",14
"1697",1773,2022-02-24,"Italian","Climate Lockdown",1
"1698",1774,2022-02-24,"Dutch","ULEZ",2
"1699",1775,2022-02-25,"German","Climate Lockdown",1
"1700",1776,2022-02-25,"English","ULEZ",5
"1701",1777,2022-02-25,"French","Insect Food",1
"1702",1778,2022-02-25,"Italian","Insect Food",1
"1703",1779,2022-02-25,"Dutch","ULEZ",2
"1704",1780,2022-02-26,"German","Climate Lockdown",1
"1705",1781,2022-02-26,"German","ULEZ",4
"1706",1782,2022-02-26,"English","Insect Food",1
"1707",1783,2022-02-26,"English","ULEZ",2
"1708",1784,2022-02-26,"Dutch","ULEZ",1
"1709",1785,2022-02-27,"German","Climate Lockdown",1
"1710",1786,2022-02-27,"German","ULEZ",6
"1711",1787,2022-02-27,"English","Insect Food",3
"1712",1788,2022-02-27,"English","ULEZ",4
"1713",1789,2022-02-28,"German","Climate Lockdown",1
"1714",1790,2022-02-28,"German","ULEZ",2
"1715",1791,2022-02-28,"English","Insect Food",1
"1716",1792,2022-02-28,"English","ULEZ",1
"1717",1793,2022-02-28,"Dutch","Insect Food",1
"1718",1794,2022-03-01,"German","Insect Food",1
"1719",1795,2022-03-01,"English","Climate Lockdown",3
"1720",1796,2022-03-01,"English","Insect Food",4
"1721",1797,2022-03-01,"English","ULEZ",2
"1722",1798,2022-03-01,"Dutch","ULEZ",2
"1723",1799,2022-03-02,"German","Insect Food",3
"1724",1800,2022-03-02,"German","ULEZ",1
"1725",1801,2022-03-02,"English","Insect Food",1
"1726",1802,2022-03-02,"Dutch","Climate Lockdown",1
"1727",1803,2022-03-02,"Dutch","ULEZ",4
"1728",1804,2022-03-03,"German","ULEZ",3
"1729",1805,2022-03-03,"English","Climate Lockdown",2
"1730",1806,2022-03-03,"Italian","ULEZ",1
"1731",1807,2022-03-03,"Dutch","Climate Lockdown",1
"1732",1808,2022-03-04,"English","ULEZ",4
"1733",1809,2022-03-04,"Italian","Insect Food",1
"1734",1810,2022-03-05,"German","Climate Lockdown",1
"1735",1811,2022-03-05,"English","Insect Food",3
"1736",1812,2022-03-05,"Dutch","ULEZ",1
"1737",1813,2022-03-06,"German","ULEZ",2
"1738",1814,2022-03-06,"English","Insect Food",1
"1739",1815,2022-03-07,"German","Climate Lockdown",1
"1740",1816,2022-03-07,"German","Insect Food",2
"1741",1817,2022-03-07,"English","ULEZ",3
"1742",1818,2022-03-07,"French","Insect Food",1
"1743",1819,2022-03-07,"Italian","ULEZ",1
"1744",1820,2022-03-08,"English","Insect Food",3
"1745",1821,2022-03-08,"English","ULEZ",9
"1746",1822,2022-03-08,"Italian","Insect Food",3
"1747",1823,2022-03-08,"Dutch","ULEZ",1
"1748",1824,2022-03-09,"German","Insect Food",2
"1749",1825,2022-03-09,"English","Insect Food",2
"1750",1826,2022-03-09,"Dutch","ULEZ",1
"1751",1827,2022-03-10,"German","ULEZ",1
"1752",1828,2022-03-10,"English","Insect Food",1
"1753",1829,2022-03-10,"English","ULEZ",5
"1754",1830,2022-03-10,"French","ULEZ",1
"1755",1831,2022-03-10,"Italian","Insect Food",3
"1756",1832,2022-03-10,"Italian","ULEZ",1
"1757",1833,2022-03-10,"Dutch","Climate Lockdown",5
"1758",1834,2022-03-11,"German","Insect Food",2
"1759",1835,2022-03-11,"German","ULEZ",8
"1760",1836,2022-03-11,"English","Insect Food",2
"1761",1837,2022-03-11,"English","ULEZ",1
"1762",1838,2022-03-11,"Italian","Insect Food",1
"1763",1839,2022-03-11,"Dutch","Climate Lockdown",1
"1764",1840,2022-03-12,"German","Insect Food",1
"1765",1841,2022-03-12,"English","Insect Food",2
"1766",1842,2022-03-12,"English","ULEZ",1
"1767",1843,2022-03-12,"Italian","Insect Food",3
"1768",1844,2022-03-13,"German","Insect Food",3
"1769",1845,2022-03-13,"German","ULEZ",1
"1770",1846,2022-03-13,"English","Insect Food",1
"1771",1847,2022-03-13,"English","ULEZ",3
"1772",1848,2022-03-13,"French","ULEZ",6
"1773",1849,2022-03-14,"German","Climate Lockdown",1
"1774",1850,2022-03-14,"German","Insect Food",1
"1775",1851,2022-03-14,"German","ULEZ",1
"1776",1852,2022-03-14,"English","Insect Food",2
"1777",1853,2022-03-14,"English","ULEZ",2
"1778",1854,2022-03-14,"French","ULEZ",13
"1779",1855,2022-03-14,"Dutch","ULEZ",1
"1780",1856,2022-03-15,"German","Insect Food",2
"1781",1857,2022-03-15,"German","ULEZ",2
"1782",1858,2022-03-15,"English","Insect Food",5
"1783",1859,2022-03-15,"English","ULEZ",2
"1784",1860,2022-03-15,"French","ULEZ",4
"1785",1861,2022-03-15,"Italian","Insect Food",1
"1786",1862,2022-03-15,"Dutch","Climate Lockdown",2
"1787",1863,2022-03-15,"Dutch","ULEZ",1
"1788",1864,2022-03-16,"German","Climate Lockdown",1
"1789",1865,2022-03-16,"English","Insect Food",2
"1790",1866,2022-03-16,"English","ULEZ",2
"1791",1867,2022-03-16,"Italian","ULEZ",1
"1792",1868,2022-03-17,"German","Insect Food",1
"1793",1869,2022-03-17,"German","ULEZ",10
"1794",1870,2022-03-17,"English","Insect Food",5
"1795",1871,2022-03-17,"English","ULEZ",3
"1796",1872,2022-03-17,"Dutch","Climate Lockdown",1
"1797",1873,2022-03-17,"Dutch","Insect Food",1
"1798",1874,2022-03-18,"German","Insect Food",2
"1799",1875,2022-03-18,"English","ULEZ",5
"1800",1876,2022-03-18,"Italian","Insect Food",1
"1801",1877,2022-03-19,"English","ULEZ",2
"1802",1878,2022-03-19,"French","Insect Food",1
"1803",1879,2022-03-19,"French","ULEZ",2
"1804",1880,2022-03-19,"Italian","Insect Food",1
"1805",1881,2022-03-20,"German","Climate Lockdown",1
"1806",1882,2022-03-20,"German","Insect Food",17
"1807",1883,2022-03-20,"German","ULEZ",3
"1808",1884,2022-03-20,"English","Climate Lockdown",3
"1809",1885,2022-03-20,"Italian","Insect Food",5
"1810",1886,2022-03-20,"Italian","ULEZ",1
"1811",1887,2022-03-21,"German","Insect Food",2
"1812",1888,2022-03-21,"English","Climate Lockdown",6
"1813",1889,2022-03-21,"English","Insect Food",1
"1814",1890,2022-03-21,"English","ULEZ",2
"1815",1891,2022-03-21,"French","Insect Food",1
"1816",1892,2022-03-21,"Italian","Insect Food",2
"1817",1893,2022-03-21,"Italian","ULEZ",2
"1818",1894,2022-03-22,"German","Insect Food",1
"1819",1895,2022-03-22,"German","ULEZ",13
"1820",1896,2022-03-22,"English","Climate Lockdown",1
"1821",1897,2022-03-22,"English","Insect Food",4
"1822",1898,2022-03-22,"English","ULEZ",1
"1823",1899,2022-03-22,"Italian","Insect Food",1
"1824",1900,2022-03-22,"Italian","ULEZ",1
"1825",1901,2022-03-22,"Dutch","Insect Food",1
"1826",1902,2022-03-23,"German","Insect Food",10
"1827",1903,2022-03-23,"German","ULEZ",4
"1828",1904,2022-03-23,"English","Climate Lockdown",1
"1829",1905,2022-03-23,"English","Insect Food",5
"1830",1906,2022-03-23,"English","ULEZ",2
"1831",1907,2022-03-24,"German","Insect Food",3
"1832",1908,2022-03-24,"German","ULEZ",5
"1833",1909,2022-03-24,"English","Insect Food",1
"1834",1910,2022-03-24,"English","ULEZ",3
"1835",1911,2022-03-24,"Italian","Insect Food",3
"1836",1912,2022-03-24,"Dutch","Climate Lockdown",3
"1837",1913,2022-03-25,"German","Insect Food",1
"1838",1914,2022-03-25,"English","Insect Food",2
"1839",1915,2022-03-25,"French","Insect Food",1
"1840",1916,2022-03-25,"Italian","Insect Food",2
"1841",1917,2022-03-25,"Dutch","Climate Lockdown",2
"1842",1918,2022-03-26,"German","Insect Food",2
"1843",1919,2022-03-26,"English","Climate Lockdown",1
"1844",1920,2022-03-27,"German","Insect Food",1
"1845",1921,2022-03-27,"German","ULEZ",1
"1846",1922,2022-03-27,"English","Insect Food",2
"1847",1923,2022-03-27,"English","ULEZ",3
"1848",1924,2022-03-28,"German","Insect Food",1
"1849",1925,2022-03-28,"English","ULEZ",2
"1850",1926,2022-03-28,"Dutch","ULEZ",1
"1851",1927,2022-03-29,"German","Insect Food",3
"1852",1928,2022-03-29,"English","Insect Food",1
"1853",1929,2022-03-29,"English","ULEZ",1
"1854",1930,2022-03-29,"Italian","ULEZ",4
"1855",1931,2022-03-29,"Dutch","Insect Food",1
"1856",1932,2022-03-30,"German","Insect Food",5
"1857",1933,2022-03-30,"English","Climate Lockdown",3
"1858",1934,2022-03-30,"English","ULEZ",1
"1859",1935,2022-03-30,"Dutch","Climate Lockdown",1
"1860",1936,2022-03-31,"English","Fifteen Minute Cities",1
"1861",1937,2022-03-31,"English","ULEZ",1
"1862",1938,2022-03-31,"Italian","Insect Food",1
"1863",1939,2022-04-01,"German","Insect Food",4
"1864",1940,2022-04-01,"Italian","Insect Food",3
"1865",1941,2022-04-02,"German","Insect Food",3
"1866",1942,2022-04-02,"English","Insect Food",3
"1867",1943,2022-04-02,"English","ULEZ",6
"1868",1944,2022-04-02,"French","ULEZ",1
"1869",1945,2022-04-02,"Italian","Insect Food",2
"1870",1946,2022-04-02,"Dutch","Climate Lockdown",1
"1871",1947,2022-04-03,"German","Insect Food",2
"1872",1948,2022-04-03,"English","Insect Food",2
"1873",1949,2022-04-03,"English","ULEZ",10
"1874",1950,2022-04-03,"Italian","Insect Food",3
"1875",1951,2022-04-04,"German","Insect Food",1
"1876",1952,2022-04-04,"German","ULEZ",1
"1877",1953,2022-04-04,"English","ULEZ",1
"1878",1954,2022-04-04,"Italian","Insect Food",5
"1879",1955,2022-04-04,"Italian","ULEZ",1
"1880",1956,2022-04-05,"German","Insect Food",1
"1881",1957,2022-04-05,"English","Insect Food",2
"1882",1958,2022-04-05,"English","ULEZ",2
"1883",1959,2022-04-05,"Italian","Insect Food",1
"1884",1960,2022-04-05,"Italian","ULEZ",1
"1885",1961,2022-04-06,"German","Insect Food",1
"1886",1962,2022-04-06,"English","Insect Food",1
"1887",1963,2022-04-06,"English","ULEZ",2
"1888",1964,2022-04-06,"Italian","Climate Lockdown",1
"1889",1965,2022-04-06,"Italian","Insect Food",2
"1890",1966,2022-04-07,"German","Insect Food",1
"1891",1967,2022-04-07,"German","ULEZ",2
"1892",1968,2022-04-07,"English","Climate Lockdown",2
"1893",1969,2022-04-07,"English","Insect Food",1
"1894",1970,2022-04-07,"English","ULEZ",5
"1895",1971,2022-04-07,"Dutch","ULEZ",2
"1896",1972,2022-04-08,"German","Insect Food",1
"1897",1973,2022-04-08,"German","ULEZ",2
"1898",1974,2022-04-08,"English","ULEZ",4
"1899",1975,2022-04-08,"Dutch","ULEZ",1
"1900",1976,2022-04-09,"German","Insect Food",1
"1901",1977,2022-04-09,"German","ULEZ",1
"1902",1978,2022-04-09,"English","Insect Food",2
"1903",1979,2022-04-09,"English","ULEZ",1
"1904",1980,2022-04-09,"Italian","Insect Food",1
"1905",1981,2022-04-10,"German","Insect Food",1
"1906",1982,2022-04-10,"German","ULEZ",2
"1907",1983,2022-04-10,"English","ULEZ",6
"1908",1984,2022-04-10,"Dutch","ULEZ",1
"1909",1985,2022-04-11,"German","ULEZ",1
"1910",1986,2022-04-11,"English","Climate Lockdown",1
"1911",1987,2022-04-11,"English","ULEZ",3
"1912",1988,2022-04-12,"German","ULEZ",1
"1913",1989,2022-04-12,"English","Insect Food",3
"1914",1990,2022-04-12,"Italian","Insect Food",3
"1915",1991,2022-04-12,"Dutch","ULEZ",2
"1916",1992,2022-04-13,"German","ULEZ",1
"1917",1993,2022-04-13,"English","Insect Food",1
"1918",1994,2022-04-13,"English","ULEZ",13
"1919",1995,2022-04-14,"English","ULEZ",6
"1920",1996,2022-04-14,"Italian","ULEZ",3
"1921",1997,2022-04-15,"English","ULEZ",3
"1922",1998,2022-04-15,"French","Climate Lockdown",1
"1923",1999,2022-04-16,"German","ULEZ",1
"1924",2000,2022-04-16,"English","ULEZ",8
"1925",2001,2022-04-17,"German","Insect Food",2
"1926",2002,2022-04-17,"English","Insect Food",3
"1927",2003,2022-04-17,"English","ULEZ",1
"1928",2004,2022-04-17,"Italian","Insect Food",1
"1929",2005,2022-04-17,"Dutch","Insect Food",1
"1930",2006,2022-04-18,"German","ULEZ",1
"1931",2007,2022-04-19,"German","ULEZ",1
"1932",2008,2022-04-19,"English","ULEZ",2
"1933",2009,2022-04-19,"Dutch","ULEZ",1
"1934",2010,2022-04-20,"German","Insect Food",1
"1935",2011,2022-04-20,"German","ULEZ",1
"1936",2012,2022-04-20,"English","ULEZ",5
"1937",2013,2022-04-20,"French","ULEZ",3
"1938",2014,2022-04-21,"German","Insect Food",1
"1939",2015,2022-04-21,"German","ULEZ",1
"1940",2016,2022-04-21,"English","Insect Food",2
"1941",2017,2022-04-21,"English","ULEZ",7
"1942",2018,2022-04-21,"French","ULEZ",1
"1943",2019,2022-04-21,"Italian","ULEZ",1
"1944",2020,2022-04-22,"German","ULEZ",3
"1945",2021,2022-04-22,"English","Insect Food",1
"1946",2022,2022-04-22,"English","ULEZ",4
"1947",2023,2022-04-22,"French","ULEZ",12
"1948",2024,2022-04-23,"German","Insect Food",1
"1949",2025,2022-04-23,"English","Insect Food",2
"1950",2026,2022-04-23,"English","ULEZ",1
"1951",2027,2022-04-23,"French","ULEZ",9
"1952",2028,2022-04-23,"Dutch","ULEZ",1
"1953",2029,2022-04-24,"German","Insect Food",2
"1954",2030,2022-04-24,"German","ULEZ",9
"1955",2031,2022-04-24,"English","Insect Food",10
"1956",2032,2022-04-24,"English","ULEZ",5
"1957",2033,2022-04-24,"French","ULEZ",2
"1958",2034,2022-04-24,"Italian","ULEZ",1
"1959",2035,2022-04-24,"Dutch","ULEZ",1
"1960",2036,2022-04-25,"German","Climate Lockdown",1
"1961",2037,2022-04-25,"German","Insect Food",19
"1962",2038,2022-04-25,"English","Insect Food",3
"1963",2039,2022-04-25,"English","ULEZ",5
"1964",2040,2022-04-25,"Dutch","ULEZ",3
"1965",2041,2022-04-26,"German","Insect Food",7
"1966",2042,2022-04-26,"German","ULEZ",4
"1967",2043,2022-04-26,"English","Insect Food",4
"1968",2044,2022-04-26,"English","ULEZ",13
"1969",2045,2022-04-26,"Italian","Insect Food",1
"1970",2046,2022-04-27,"German","Insect Food",7
"1971",2047,2022-04-27,"English","Climate Lockdown",14
"1972",2048,2022-04-27,"English","Insect Food",7
"1973",2049,2022-04-27,"English","ULEZ",2
"1974",2050,2022-04-27,"Italian","Climate Lockdown",1
"1975",2051,2022-04-27,"Italian","Insect Food",5
"1976",2052,2022-04-27,"Dutch","Climate Lockdown",2
"1977",2053,2022-04-27,"Dutch","ULEZ",1
"1978",2054,2022-04-28,"German","Insect Food",2
"1979",2055,2022-04-28,"English","Climate Lockdown",10
"1980",2056,2022-04-28,"English","Insect Food",11
"1981",2057,2022-04-28,"English","ULEZ",5
"1982",2058,2022-04-28,"French","Climate Lockdown",1
"1983",2059,2022-04-28,"French","Insect Food",2
"1984",2060,2022-04-28,"Italian","Insect Food",4
"1985",2061,2022-04-28,"Italian","ULEZ",1
"1986",2062,2022-04-28,"Dutch","Climate Lockdown",3
"1987",2063,2022-04-28,"Dutch","Insect Food",1
"1988",2064,2022-04-29,"German","Insect Food",2
"1989",2065,2022-04-29,"German","ULEZ",3
"1990",2066,2022-04-29,"English","Climate Lockdown",2
"1991",2067,2022-04-29,"English","Insect Food",1
"1992",2068,2022-04-29,"English","ULEZ",3
"1993",2069,2022-04-29,"Italian","Insect Food",2
"1994",2070,2022-04-29,"Dutch","Climate Lockdown",2
"1995",2071,2022-04-29,"Dutch","Insect Food",1
"1996",2072,2022-04-30,"German","Insect Food",1
"1997",2073,2022-04-30,"German","ULEZ",7
"1998",2074,2022-04-30,"English","Climate Lockdown",3
"1999",2075,2022-04-30,"English","Insect Food",2
"2000",2076,2022-04-30,"English","ULEZ",6
"2001",2077,2022-04-30,"French","ULEZ",1
"2002",2078,2022-04-30,"Italian","Insect Food",2
"2003",2079,2022-05-01,"German","Insect Food",1
"2004",2080,2022-05-01,"German","ULEZ",5
"2005",2081,2022-05-01,"English","Climate Lockdown",1
"2006",2082,2022-05-01,"English","Insect Food",4
"2007",2083,2022-05-01,"English","ULEZ",6
"2008",2084,2022-05-01,"French","Insect Food",1
"2009",2085,2022-05-02,"German","Climate Lockdown",1
"2010",2086,2022-05-02,"German","Insect Food",4
"2011",2087,2022-05-02,"German","ULEZ",3
"2012",2088,2022-05-02,"English","Climate Lockdown",8
"2013",2089,2022-05-02,"English","Insect Food",3
"2014",2090,2022-05-02,"English","ULEZ",6
"2015",2091,2022-05-02,"Dutch","Climate Lockdown",1
"2016",2092,2022-05-03,"German","Climate Lockdown",3
"2017",2093,2022-05-03,"German","Insect Food",6
"2018",2094,2022-05-03,"German","ULEZ",3
"2019",2095,2022-05-03,"English","Climate Lockdown",1
"2020",2096,2022-05-03,"English","Insect Food",7
"2021",2097,2022-05-03,"English","ULEZ",4
"2022",2098,2022-05-03,"French","Climate Lockdown",1
"2023",2099,2022-05-03,"French","Insect Food",1
"2024",2100,2022-05-03,"French","ULEZ",2
"2025",2101,2022-05-03,"Italian","Insect Food",4
"2026",2102,2022-05-03,"Dutch","Insect Food",1
"2027",2103,2022-05-04,"German","Climate Lockdown",1
"2028",2104,2022-05-04,"German","ULEZ",2
"2029",2105,2022-05-04,"English","Insect Food",10
"2030",2106,2022-05-04,"English","ULEZ",12
"2031",2107,2022-05-04,"French","ULEZ",2
"2032",2108,2022-05-04,"Dutch","ULEZ",1
"2033",2109,2022-05-05,"German","Insect Food",4
"2034",2110,2022-05-05,"German","ULEZ",3
"2035",2111,2022-05-05,"English","Climate Lockdown",2
"2036",2112,2022-05-05,"English","Insect Food",2
"2037",2113,2022-05-05,"English","ULEZ",4
"2038",2114,2022-05-06,"German","Insect Food",1
"2039",2115,2022-05-06,"German","ULEZ",3
"2040",2116,2022-05-06,"English","ULEZ",3
"2041",2117,2022-05-06,"French","ULEZ",3
"2042",2118,2022-05-06,"Italian","Insect Food",2
"2043",2119,2022-05-06,"Dutch","ULEZ",1
"2044",2120,2022-05-07,"German","Climate Lockdown",13
"2045",2121,2022-05-07,"German","ULEZ",2
"2046",2122,2022-05-07,"English","Insect Food",1
"2047",2123,2022-05-07,"English","ULEZ",3
"2048",2124,2022-05-07,"French","ULEZ",2
"2049",2125,2022-05-08,"German","Climate Lockdown",1
"2050",2126,2022-05-08,"German","ULEZ",3
"2051",2127,2022-05-08,"English","Climate Lockdown",1
"2052",2128,2022-05-08,"English","ULEZ",2
"2053",2129,2022-05-09,"German","ULEZ",1
"2054",2130,2022-05-09,"English","ULEZ",5
"2055",2131,2022-05-09,"French","ULEZ",1
"2056",2132,2022-05-09,"Dutch","Insect Food",1
"2057",2133,2022-05-10,"German","Insect Food",2
"2058",2134,2022-05-10,"German","ULEZ",1
"2059",2135,2022-05-10,"English","Insect Food",12
"2060",2136,2022-05-10,"English","ULEZ",3
"2061",2137,2022-05-10,"Dutch","Insect Food",1
"2062",2138,2022-05-11,"German","ULEZ",1
"2063",2139,2022-05-11,"English","Insect Food",1
"2064",2140,2022-05-11,"English","ULEZ",2
"2065",2141,2022-05-11,"Italian","Insect Food",1
"2066",2142,2022-05-12,"English","Insect Food",2
"2067",2143,2022-05-12,"English","ULEZ",2
"2068",2144,2022-05-12,"Italian","Insect Food",1
"2069",2145,2022-05-12,"Dutch","ULEZ",1
"2070",2146,2022-05-13,"German","Insect Food",1
"2071",2147,2022-05-13,"English","Insect Food",8
"2072",2148,2022-05-13,"English","ULEZ",1
"2073",2149,2022-05-13,"French","ULEZ",1
"2074",2150,2022-05-13,"Italian","Insect Food",2
"2075",2151,2022-05-13,"Dutch","Insect Food",1
"2076",2152,2022-05-13,"Dutch","ULEZ",1
"2077",2153,2022-05-14,"German","Climate Lockdown",1
"2078",2154,2022-05-14,"German","Insect Food",2
"2079",2155,2022-05-14,"English","Insect Food",1
"2080",2156,2022-05-14,"Italian","Insect Food",1
"2081",2157,2022-05-14,"Dutch","Climate Lockdown",1
"2082",2158,2022-05-15,"German","Insect Food",4
"2083",2159,2022-05-15,"English","Climate Lockdown",1
"2084",2160,2022-05-15,"French","Climate Lockdown",1
"2085",2161,2022-05-15,"Italian","ULEZ",1
"2086",2162,2022-05-16,"German","Insect Food",2
"2087",2163,2022-05-16,"German","ULEZ",1
"2088",2164,2022-05-16,"English","Insect Food",2
"2089",2165,2022-05-16,"English","ULEZ",5
"2090",2166,2022-05-17,"German","Insect Food",1
"2091",2167,2022-05-17,"German","ULEZ",3
"2092",2168,2022-05-17,"English","ULEZ",1
"2093",2169,2022-05-17,"Italian","Insect Food",1
"2094",2170,2022-05-17,"Dutch","Climate Lockdown",1
"2095",2171,2022-05-17,"Dutch","ULEZ",1
"2096",2172,2022-05-18,"German","Insect Food",1
"2097",2173,2022-05-18,"German","ULEZ",1
"2098",2174,2022-05-18,"English","Climate Lockdown",3
"2099",2175,2022-05-18,"English","Insect Food",1
"2100",2176,2022-05-18,"French","Climate Lockdown",2
"2101",2177,2022-05-18,"French","Insect Food",3
"2102",2178,2022-05-18,"Italian","Insect Food",1
"2103",2179,2022-05-19,"German","Insect Food",13
"2104",2180,2022-05-19,"German","ULEZ",1
"2105",2181,2022-05-19,"English","Climate Lockdown",4
"2106",2182,2022-05-19,"English","Insect Food",2
"2107",2183,2022-05-19,"English","ULEZ",3
"2108",2184,2022-05-19,"French","Climate Lockdown",1
"2109",2185,2022-05-19,"French","Insect Food",1
"2110",2186,2022-05-19,"Italian","Insect Food",2
"2111",2187,2022-05-19,"Dutch","Climate Lockdown",1
"2112",2188,2022-05-20,"German","Climate Lockdown",7
"2113",2189,2022-05-20,"German","Insect Food",2
"2114",2190,2022-05-20,"German","ULEZ",4
